foldername,placename,電腦編號,村里別,地址,緯度,經度,地下樓層數,可容納人數,轄管分局,備註
海山、板橋,海山分局,DE02000728,柏翠里,新北市板橋區華江一路196號,25.035262,121.473599,1,1444.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000729,柏翠里,新北市板橋區雙十路三段10巷5號,25.030834,121.472002,1,184.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000730,溪頭里,新北市板橋區長江路二段296號1,25.033093,121.470766,1,672.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000731,溪頭里,新北市板橋區華江一路500號,25.033133,121.466655,1,838.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000732,溪頭里,新北市板橋區華江一路501號,25.032805,121.466209,1,575.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000733,柏翠里,新北市板橋區華江三路36號,25.036609,121.478113,1,1113.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000734,純翠里,新北市板橋區民生路三段172號,25.028015,121.465904,1,422.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000735,溪頭里,新北市板橋區華江一路375號,25.034026,121.470402,1,1145.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000736,溪頭里,新北市板橋區華江一路209號,25.034478,121.472481,1,1615.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000737,純翠里,新北市板橋區長江路二段158號,25.031799,121.466341,1,133.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000738,溪頭里,新北市板橋區溪頭里華江一路350號,25.03440344,121.4704798,"1 ",1066.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000739,溪頭里,新北市板橋區溪頭里華江八路26號,25.03404342,121.466,"1 ",848.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000740,溪頭里,新北市板橋區溪頭里華江一路550號,25.033661,121.46687,"1 ",3106.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000741,溪頭里,新北市板橋區溪頭里華江八路2號,25.03405314,121.4669731,"4 ",943.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000742,溪頭里,新北市板橋區溪頭里華江五路101號,25.0365758,121.4725873,"2 ",443.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000743,溪頭里,新北市板橋區溪頭里19鄰華江一路300號,25.03444233,121.4705549,"1 ",415.0,鐵路警察局臺北分局,
海山、板橋,海山分局,DE02000744,江翠里,新北市板橋區江翠里19鄰吳鳳路86號,25.03177775,121.4670324,"1 ",154.0,鐵路警察局臺北分局,
